2025/06/23,,0,,,,,,,C
2025/06/23,14:45:52,1,3.08,,,,,,OVER
2025/06/23,,1,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,14:47:02,1,82.67,75.77,99.95,81.40,111.53,63.93,S
2025/06/23,,1,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,14:54:39,1,80.65,72.05,94.82,81.55,109.73,66.45,S
2025/06/23,,1,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,15:33:28,1,82.03,72.95,92.18,74.68,104.09,10.97,A
2025/06/23,,0,,,,,,,C
2025/06/23,15:50:22,1,81.09,70.76,90.95,77.70,107.66,71.87,S
2025/06/23,,1,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,15:55:19,1,79.40,68.80,90.33,75.35,105.47,62.64,S
2025/06/23,,1,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
2025/06/23,,0,,,,,,,C
